Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Secteur_Activite,Pays,Place_Boursiere,Capitalisation_Boursiere
TREND MICRO INC,4704,4704.T,Technology,Japan,JPX,1194802675712.0
KAWASAKI HEAVY INDUSTRIES,7012,7012.T,Industrials,Japan,JPX,1239645552640.0
CHUBU ELECTRIC POWER CO INC,9502,9502.T,Utilities,Japan,JPX,1172113850368.0
IDEMITSU KOSAN CO.LTD,5019,5019.T,Energy,Japan,JPX,1083555774464.0
ISUZU MOTORS,7202,7202.T,Consumer Cyclical,Japan,JPX,1266030608384.0
FUJIKURA,5803,5803.T,Industrials,Japan,JPX,991308677120.0
NISSAN MOTOR CO,7201,7201.T,Consumer Cyclical,Japan,JPX,1192619540480.0
DAIWA SECURITIES GROUP,8601,8601.T,Financial Services,Japan,JPX,1231081308160.0
KYOWA KIRIN CO LTD,4151,4151.T,Healthcare,Japan,JPX,1084943892480.0
TAISEI CORP,1801,1801.T,Industrials,Japan,JPX,1020188622848.0
TOPPAN HOLDINGS INC,7911,7911.T,Industrials,Japan,JPX,1105218633728.0
EISAI CO LTD,4523,4523.T,Healthcare,Japan,JPX,1036494176256.0
RYOHIN KEIKAKU CO,7453,7453.T,Consumer Cyclical,Japan,JPX,1053153755136.0
KAWASAKI KISEN KAISHA,9107,9107.T,Industrials,Japan,JPX,1123723509760.0
M3 INC,2413,2413.T,Healthcare,Japan,JPX,1029753602048.0
JAPAN AIRLINES CO LTD,9201,9201.T,Industrials,Japan,JPX,1068254298112.0
LASERTEC CORP,6920,6920.T,Technology,Japan,JPX,1048914231296.0
SHISEIDO COMPANY LIMITED,4911,4911.T,Consumer Defensive,Japan,JPX,898502033408.0
TOKYU CORP,9005,9005.T,Consumer Cyclical,Japan,JPX,957689823232.0
JFE HOLDINGS INC,5411,5411.T,Basic Materials,Japan,JPX,992610615296.0
YAMAHA MOTOR CO,7272,7272.T,Consumer Cyclical,Japan,JPX,1023025020928.0
DAI NIPPON PRINTING CO,7912,7912.T,Industrials,Japan,JPX,921924796416.0
MITSUBISHI CHEMICAL GROUP CORP,4188,4188.T,Basic Materials,Japan,JPX,882359271424.0
BAYCURRENT INC,6532,6532.T,Industrials,Japan,JPX,876006146048.0
CONCORDIA FINANCIAL GROUP LTD,7186,7186.T,Financial Services,Japan,JPX,826324680704.0
MEIJI HOLDINGS CO LTD,2269,2269.T,Consumer Defensive,Japan,JPX,883378814976.0
EBARA CORP,6361,6361.T,Industrials,Japan,JPX,830772084736.0
AGC INC,5201,5201.T,Industrials,Japan,JPX,836163010560.0
YASKAWA ELECTRIC CORP,6506,6506.T,Industrials,Japan,JPX,691964477440.0
SCREEN HOLDINGS CO LTD,7735,7735.T,Technology,Japan,JPX,871920238592.0
SHIMIZU CORP,1803,1803.T,Industrials,Japan,JPX,823587962880.0
CHIBA BANK,8331,8331.T,Financial Services,Japan,JPX,815267184640.0
MINEBEA MITSUMI INC,6479,6479.T,Technology,Japan,JPX,725665841152.0
OMRON CORP,6645,6645.T,Technology,Japan,JPX,737572421632.0
DENTSU GROUP INC,4324,4324.T,Communication Services,Japan,JPX,732898721792.0
FUJI ELECTRIC CO. LTD.,6504,6504.T,Industrials,Japan,JPX,691716030464.0
RICOH CO,7752,7752.T,Industrials,Japan,JPX,778015473664.0
SUMITOMO METAL MINING CO,5713,5713.T,Basic Materials,Japan,JPX,666513375232.0
HITACHI CONSTRUCTION MACHINERY,6305,6305.T,Industrials,Japan,JPX,700646948864.0
SHIZUOKA FINANCIAL GROUP INC.,5831,5831.T,Financial Services,Japan,JPX,692862648320.0
YOKOGAWA ELECTRIC CORP,6841,6841.T,Industrials,Japan,JPX,663196794880.0
TOKYU FUDOSAN HOLDINGS CORPORAT,3289,3289.T,Real Estate,Japan,JPX,665968640000.0
SEIKO EPSON CORP,6724,6724.T,Technology,Japan,JPX,613298601984.0
KEISEI ELECTRIC RAILWAY CO,9009,9009.T,Industrials,Japan,JPX,621048954880.0
ISETAN MITSUKOSHI HOLDINGS LTD,3099,3099.T,Consumer Cyclical,Japan,JPX,633138511872.0
NIPPON EXPRESS HLDGS INC,9147,9147.T,Industrials,Japan,JPX,661625438208.0
YAMATO HOLDINGS CO LTD,9064,9064.T,Industrials,Japan,JPX,636345253888.0
TOKYO ELEC POWER CO HLDGS INC,9501,9501.T,Utilities,Japan,JPX,651247353856.0
FUKUOKA FINANCIAL GROUP INC.,8354,8354.T,Financial Services,Japan,JPX,567777230848.0
KOBE STEEL,5406,5406.T,Basic Materials,Japan,JPX,586462461952.0
SOJITZ CORPORATION,2768,2768.T,Industrials,Japan,JPX,585261252608.0
TOTO LTD,5332,5332.T,Industrials,Japan,JPX,577675329536.0
TOSOH CORP,4042,4042.T,Basic Materials,Japan,JPX,567744135168.0
OJI HOLDINGS CORP,3861,3861.T,Basic Materials,Japan,JPX,553780510720.0
SAPPORO HOLDINGS LIMITED,2501,2501.T,Consumer Defensive,Japan,JPX,564242612224.0
NISSAN CHEMICAL CORPORATION,4021,4021.T,Basic Materials,Japan,JPX,532650196992.0
MITSUI CHEMICALS INC,4183,4183.T,Basic Materials,Japan,JPX,514347466752.0
CYBER AGENT,4751,4751.T,Communication Services,Japan,JPX,521621864448.0
ODAKYU ELECTRIC RAILWAY CO,9007,9007.T,Industrials,Japan,JPX,505915506688.0
MITSUBISHI MOTOR CORP,7211,7211.T,Consumer Cyclical,Japan,JPX,495117631488.0
KURARAY CO,3405,3405.T,Basic Materials,Japan,JPX,487905656832.0
SUMITOMO CHEMICAL COMPANY,4005,4005.T,Basic Materials,Japan,JPX,474152009728.0
HASEKO CORPORATION,1808,1808.T,Consumer Cyclical,Japan,JPX,497895735296.0
SHARP CORP,6753,6753.T,Technology,Japan,JPX,475871969280.0
MAZDA MOTOR CORP,7261,7261.T,Consumer Cyclical,Japan,JPX,517391908864.0
TOKYO TATEMONO CO,8804,8804.T,Real Estate,Japan,JPX,513611563008.0
YAMAHA CORP,7951,7951.T,Consumer Cyclical,Japan,JPX,474258243584.0
TOBU RAILWAY CO,9001,9001.T,Industrials,Japan,JPX,502650175488.0
MARUI GROUP CO LTD,8252,8252.T,Financial Services,Japan,JPX,488314568704.0
NH FOODS LTD,2282,2282.T,Consumer Defensive,Japan,JPX,480577650688.0
NISSHIN SEIFUN GROUP INC,2002,2002.T,Consumer Defensive,Japan,JPX,487890157568.0
CREDIT SAISON CO,8253,8253.T,Financial Services,Japan,JPX,470188326912.0
NGK INSULATORS,5333,5333.T,Industrials,Japan,JPX,458246193152.0
RESONAC HOLDINGS CORPORATION,4004,4004.T,Basic Materials,Japan,JPX,406631219200.0
KEIO CORPORATION,9008,9008.T,Industrials,Japan,JPX,426570973184.0
NICHIREI CORP,2871,2871.T,Consumer Defensive,Japan,JPX,442621296640.0
YOKOHAMA RUBBER CO,5101,5101.T,Consumer Cyclical,Japan,JPX,410945454080.0
J FRONT RETAILING CO LTD,3086,3086.T,Consumer Cyclical,Japan,JPX,418248949760.0
NIKON CORP,7731,7731.T,Consumer Cyclical,Japan,JPX,458714808320.0
TAIHEIYO CEMENT CORP,5233,5233.T,Basic Materials,Japan,JPX,387282829312.0
AMADA CO LTD,6113,6113.T,Industrials,Japan,JPX,385348960256.0
DENA CO LTD,2432,2432.T,Industrials,Japan,JPX,328145797120.0
COMSYS HOLDINGS CORP,1721,1721.T,Industrials,Japan,JPX,345672744960.0
MERCARI INC,4385,4385.T,Consumer Cyclical,Japan,JPX,320408813568.0
SUMITOMO HEAVY INDUSTRIES,6302,6302.T,Industrials,Japan,JPX,320700317696.0
JAPAN STEEL WORKS,5631,5631.T,Industrials,Japan,JPX,284553838592.0
TAKASHIMAYA CO,8233,8233.T,Consumer Cyclical,Japan,JPX,310501244928.0
JTEKT CORPORATION,6473,6473.T,Consumer Cyclical,Japan,JPX,285440671744.0
SUMCO CORPORATION,3436,3436.T,Technology,Japan,JPX,261546622976.0
FURUKAWA ELECTRIC CO,5801,5801.T,Industrials,Japan,JPX,264627617792.0
MITSUBISHI MATERIALS CORP,5711,5711.T,Basic Materials,Japan,JPX,262169296896.0
SOCIONEXT INC,6526,6526.T,Industrials,Japan,JPX,233511043072.0
NSK,6471,6471.T,Consumer Cyclical,Japan,JPX,270253113344.0
ALPS ALPINE CO LTD,6770,6770.T,Technology,Japan,JPX,251719254016.0
NISSUI CORPORATION,1332,1332.T,Consumer Defensive,Japan,JPX,247260495872.0
JGC HOLDINGS CORPORATION,1963,1963.T,Industrials,Japan,JPX,234620993536.0
TAIYO YUDEN CO LTD,6976,6976.T,Technology,Japan,JPX,261502402560.0
NIPPON ELECTRIC GLASS,5214,5214.T,Technology,Japan,JPX,242114609152.0
DOWA HOLDINGS,5714,5714.T,Basic Materials,Japan,JPX,235934318592.0
AOZORA BANK,8304,8304.T,Financial Services,Japan,JPX,255037046784.0
CASIO COMPUTER CO,6952,6952.T,Technology,Japan,JPX,252220211200.0
SUMITOMO PHARMA CO LTD,4506,4506.T,Healthcare,Japan,JPX,212947435520.0
TEIJIN LTD,3401,3401.T,Industrials,Japan,JPX,217145851904.0
HINO MOTORS,7205,7205.T,Industrials,Japan,JPX,224910606336.0
GS YUASA CORP,6674,6674.T,Consumer Cyclical,Japan,JPX,201105506304.0
MITSUI MINING & SMELTING CO,5706,5706.T,Industrials,Japan,JPX,189330587648.0
KONICA MINOLTA INC,4902,4902.T,Industrials,Japan,JPX,184666079232.0
CITIZEN WATCH CO LTD,7762,7762.T,Consumer Cyclical,Japan,JPX,195338993664.0
UBE CORPORATION,4208,4208.T,Basic Materials,Japan,JPX,177936662528.0
OKUMA CORPORATION,6103,6103.T,Industrials,Japan,JPX,161479032832.0
TOKAI CARBON CO,5301,5301.T,Basic Materials,Japan,JPX,166316802048.0
TOKUYAMA CORP,4043,4043.T,Basic Materials,Japan,JPX,166911934464.0
DENKA COMPANY LIMITED,4061,4061.T,Basic Materials,Japan,JPX,153694896128.0
KANADEVIA CORPORATION,7004,7004.T,Industrials,Japan,JPX,130010087424.0
NTN CORP,6472,6472.T,Industrials,Japan,JPX,104085151744.0
Berkshire Hathaway Inc. New,BRK-B,BRK-B,Financial Services,United States,NYQ,1059122774016.0
Eli Lilly and Company,LLY,LLY,Healthcare,United States,NYQ,649901572096.0
Exxon Mobil Corporation,XOM,XOM,Energy,United States,NYQ,446671093760.0
Mastercard Incorporated,MA,MA,Financial Services,United States,NYQ,442652459008.0
Oracle Corporation,ORCL,ORCL,Technology,United States,NYQ,356585897984.0
AbbVie Inc.,ABBV,ABBV,Healthcare,United States,NYQ,330003218432.0
Bank of America Corporation,BAC,BAC,Financial Services,United States,NYQ,270507638784.0
Philip Morris International Inc,PM,PM,Consumer Defensive,United States,NYQ,235387977728.0
Abbott Laboratories,ABT,ABT,Healthcare,United States,NYQ,216547196928.0
Wells Fargo & Company,WFC,WFC,Financial Services,United States,NYQ,202994991104.0
AT&T Inc.,T,T,Communication Services,United States,NYQ,192590577664.0
GE Aerospace,GE,GE,Industrials,United States,NYQ,178865455104.0
Accenture plc,ACN,ACN,Technology,Ireland,NYQ,178367397888.0
Thermo Fisher Scientific Inc,TMO,TMO,Healthcare,United States,NYQ,165191270400.0
Morgan Stanley,MS,MS,Financial Services,United States,NYQ,162769829888.0
RTX Corporation,RTX,RTX,Industrials,United States,NYQ,156632760320.0
"ServiceNow, Inc.",NOW,NOW,Technology,United States,NYQ,151871193088.0
Blackstone Inc.,BX,BX,Financial Services,United States,NYQ,151905959936.0
Progressive Corporation (The),PGR,PGR,Financial Services,United States,NYQ,149648474112.0
S&P Global Inc.,SPGI,SPGI,Financial Services,United States,NYQ,134422224896.0
"Uber Technologies, Inc.",UBER,UBER,Technology,United States,NYQ,137270304768.0
Boston Scientific Corporation,BSX,BSX,Healthcare,United States,NYQ,135394066432.0
"NextEra Energy, Inc.",NEE,NEE,Utilities,United States,NYQ,133931204608.0
"TJX Companies, Inc. (The)",TJX,TJX,Consumer Cyclical,United States,NYQ,133080121344.0
Stryker Corporation,SYK,SYK,Healthcare,United States,NYQ,131812474880.0
Charles Schwab Corporation (The,SCHW,SCHW,Financial Services,United States,NYQ,127187042304.0
Danaher Corporation,DHR,DHR,Healthcare,United States,NYQ,129224572928.0
"Pfizer, Inc.",PFE,PFE,Healthcare,United States,NYQ,128344907776.0
"BlackRock, Inc.",BLK,BLK,Financial Services,United States,NYQ,126919319552.0
Union Pacific Corporation,UNP,UNP,Industrials,United States,NYQ,125838802944.0
"Lowe's Companies, Inc.",LOW,LOW,Consumer Cyclical,United States,NYQ,121422839808.0
Deere & Company,DE,DE,Industrials,United States,NYQ,114903121920.0
Bristol-Myers Squibb Company,BMY,BMY,Healthcare,United States,NYQ,112298401792.0
"Fiserv, Inc.",FI,FI,Technology,United States,NYQ,110843428864.0
"Citigroup, Inc.",C,C,Financial Services,United States,NYQ,110765113344.0
"Marsh & McLennan Companies, Inc",MMC,MMC,Financial Services,United States,NYQ,110282121216.0
Chubb Limited,CB,CB,Financial Services,Switzerland,NYQ,109915906048.0
ConocoPhillips,COP,COP,Energy,United States,NYQ,108301443072.0
Medtronic plc.,MDT,MDT,Healthcare,Ireland,NYQ,106643202048.0
American Tower Corporation (REI,AMT,AMT,Real Estate,United States,NYQ,99891699712.0
Lockheed Martin Corporation,LMT,LMT,Industrials,United States,NYQ,101058740224.0
"Eaton Corporation, PLC",ETN,ETN,Industrials,Ireland,NYQ,98902081536.0
"Elevance Health, Inc.",ELV,ELV,Healthcare,United States,NYQ,95793405952.0
Southern Company (The),SO,SO,Utilities,United States,NYQ,95662899200.0
"Altria Group, Inc.",MO,MO,Consumer Defensive,United States,NYQ,93861683200.0
"Prologis, Inc.",PLD,PLD,Real Estate,United States,NYQ,87617863680.0
Welltower Inc.,WELL,WELL,Real Estate,United States,NYQ,90006765568.0
CME Group Inc.,CME,CME,Financial Services,United States,NMS,90949861376.0
Duke Energy Corporation (Holdin,DUK,DUK,Utilities,United States,NYQ,90802790400.0
Intercontinental Exchange Inc.,ICE,ICE,Financial Services,United States,NYQ,88846106624.0
"Waste Management, Inc.",WM,WM,Industrials,United States,NYQ,88738340864.0
KKR & Co. Inc.,KKR,KKR,Financial Services,United States,NYQ,90011770880.0
"Arista Networks, Inc.",ANET,ANET,Technology,United States,NYQ,85970550784.0
The Cigna Group,CI,CI,Healthcare,United States,NYQ,85504753664.0
McKesson Corporation,MCK,MCK,Healthcare,United States,NYQ,82962046976.0
"HCA Healthcare, Inc.",HCA,HCA,Healthcare,United States,NYQ,81155899392.0
"United Parcel Service, Inc.",UPS,UPS,Industrials,United States,NYQ,80990158848.0
CVS Health Corporation,CVS,CVS,Healthcare,United States,NYQ,80502079488.0
Arthur J. Gallagher & Co.,AJG,AJG,Financial Services,United States,NYQ,79497781248.0
GE Vernova Inc.,GEV,GEV,Utilities,United States,NYQ,78196088832.0
Aon plc,AON,AON,Financial Services,Ireland,NYQ,78699962368.0
"Equinix, Inc.",EQIX,EQIX,Real Estate,United States,NMS,72779030528.0
Amphenol Corporation,APH,APH,Technology,United States,NYQ,73797402624.0
Colgate-Palmolive Company,CL,CL,Consumer Defensive,United States,NYQ,72340586496.0
"Republic Services, Inc.",RSG,RSG,Industrials,United States,NYQ,72115970048.0
Moody's Corporation,MCO,MCO,Financial Services,United States,NYQ,71595819008.0
Trane Technologies plc,TT,TT,Industrials,Ireland,NYQ,70914088960.0
Transdigm Group Incorporated,TDG,TDG,Industrials,United States,NYQ,70080512000.0
Northrop Grumman Corporation,NOC,NOC,Industrials,United States,NYQ,69710151680.0
Parker-Hannifin Corporation,PH,PH,Industrials,United States,NYQ,68457914368.0
"Motorola Solutions, Inc.",MSI,MSI,Technology,United States,NYQ,67306528768.0
"Williams Companies, Inc. (The)",WMB,WMB,Energy,United States,NYQ,66954846208.0
Zoetis Inc.,ZTS,ZTS,Healthcare,United States,NYQ,66765791232.0
General Dynamics Corporation,GD,GD,Industrials,United States,NYQ,66472853504.0
Ecolab Inc.,ECL,ECL,Basic Materials,United States,NYQ,65329188864.0
Illinois Tool Works Inc.,ITW,ITW,Industrials,United States,NYQ,65053913088.0
"Apollo Global Management, Inc. ",APO,APO,Financial Services,United States,NYQ,64099131392.0
"Chipotle Mexican Grill, Inc.",CMG,CMG,Consumer Cyclical,United States,NYQ,63253716992.0
"PNC Financial Services Group, I",PNC,PNC,Financial Services,United States,NYQ,60474560512.0
"EOG Resources, Inc.",EOG,EOG,Energy,United States,NYQ,60134842368.0
Capital One Financial Corporati,COF,COF,Financial Services,United States,NYQ,59232268288.0
"Becton, Dickinson and Company",BDX,BDX,Healthcare,United States,NYQ,58885648384.0
"AutoZone, Inc.",AZO,AZO,Consumer Cyclical,United States,NYQ,58188775424.0
"Air Products and Chemicals, Inc",APD,APD,Basic Materials,United States,NYQ,57643532288.0
U.S. Bancorp,USB,USB,Financial Services,United States,NYQ,57334767616.0
"Kinder Morgan, Inc.",KMI,KMI,Energy,United States,NYQ,56371126272.0
Emerson Electric Company,EMR,EMR,Industrials,United States,NYQ,54681387008.0
AFLAC Incorporated,AFL,AFL,Financial Services,United States,NYQ,54581497856.0
"Cencora, Inc.",COR,COR,Healthcare,United States,NYQ,53185839104.0
The Bank of New York Mellon Cor,BK,BK,Financial Services,United States,NYQ,53194690560.0
Dell Technologies Inc.,DELL,DELL,Technology,United States,NYQ,52338077696.0
Newmont Corporation,NEM,NEM,Basic Materials,United States,NYQ,50568884224.0
"ONEOK, Inc.",OKE,OKE,Energy,United States,NYQ,50538168320.0
Public Storage,PSA,PSA,Real Estate,United States,NYQ,48360710144.0
Realty Income Corporation,O,O,Real Estate,United States,NYQ,47201333248.0
FedEx Corporation,FDX,FDX,Industrials,United States,NYQ,49172901888.0
Carrier Global Corporation,CARR,CARR,Industrials,United States,NYQ,49100439552.0
Hilton Worldwide Holdings Inc.,HLT,HLT,Consumer Cyclical,United States,NYQ,49115467776.0
Royal Caribbean Cruises Ltd.,RCL,RCL,Consumer Cyclical,United States,NYQ,48322109440.0
Allstate Corporation (The),ALL,ALL,Financial Services,United States,NYQ,47845142528.0
"Simon Property Group, Inc.",SPG,SPG,Real Estate,United States,NYQ,54034309120.0
Johnson Controls International ,JCI,JCI,Industrials,Ireland,NYQ,47549812736.0
"MetLife, Inc.",MET,MET,Financial Services,United States,NYQ,47236349952.0
Norfolk Southern Corporation,NSC,NSC,Industrials,United States,NYQ,47068606464.0
Howmet Aerospace Inc.,HWM,HWM,Industrials,United States,NYQ,46893563904.0
"Digital Realty Trust, Inc.",DLR,DLR,Real Estate,United States,NYQ,46847606784.0
"American International Group, I",AIG,AIG,Financial Services,United States,NYQ,45277433856.0
Truist Financial Corporation,TFC,TFC,Financial Services,United States,NYQ,45871403008.0
Schlumberger N.V.,SLB,SLB,Energy,United States,NYQ,45065756672.0
Kimberly-Clark Corporation,KMB,KMB,Consumer Defensive,United States,NYQ,44620455936.0
"W.W. Grainger, Inc.",GWW,GWW,Industrials,United States,NYQ,44503146496.0
Crown Castle Inc.,CCI,CCI,Real Estate,United States,NYQ,42763677696.0
Kroger Company (The),KR,KR,Consumer Defensive,United States,NYQ,43923017728.0
"Freeport-McMoRan, Inc.",FCX,FCX,Basic Materials,United States,NYQ,43643813888.0
"Dominion Energy, Inc.",D,D,Utilities,United States,NYQ,43318087680.0
General Motors Company,GM,GM,Consumer Cyclical,United States,NYQ,43312435200.0
Target Corporation,TGT,TGT,Consumer Defensive,United States,NYQ,42997260288.0
Fair Isaac Corporation,FICO,FICO,Technology,United States,NYQ,41875402752.0
DBA Sempra,SRE,SRE,Utilities,United States,NYQ,41663762432.0
Kenvue Inc.,KVUE,KVUE,Consumer Defensive,United States,NYQ,41607692288.0
"Yum! Brands, Inc.",YUM,YUM,Consumer Cyclical,United States,NYQ,40450252800.0
Edwards Lifesciences Corporatio,EW,EW,Healthcare,United States,NYQ,40417095680.0
Hess Corporation,HES,HES,Energy,United States,NYQ,40259850240.0
Phillips 66,PSX,PSX,Energy,United States,NYQ,39379546112.0
MSCI Inc.,MSCI,MSCI,Financial Services,United States,NYQ,39309864960.0
"Nasdaq, Inc.",NDAQ,NDAQ,Financial Services,United States,NMS,38960324608.0
Public Service Enterprise Group,PEG,PEG,Utilities,United States,NYQ,38454009856.0
"D.R. Horton, Inc.",DHI,DHI,Consumer Cyclical,United States,NYQ,38759350272.0
Cummins Inc.,CMI,CMI,Industrials,United States,NYQ,37971615744.0
"Consolidated Edison, Inc.",ED,ED,Utilities,United States,NYQ,37213790208.0
Discover Financial Services,DFS,DFS,Financial Services,United States,NYQ,37962162176.0
"Corteva, Inc.",CTVA,CTVA,Basic Materials,United States,NYQ,37955141632.0
Marathon Petroleum Corporation,MPC,MPC,Energy,United States,NYQ,37900865536.0
"L3Harris Technologies, Inc.",LHX,LHX,Industrials,United States,NYQ,37582622720.0
TE Connectivity plc,TEL,TEL,Technology,Ireland,NYQ,36846596096.0
Ford Motor Company,F,F,Consumer Cyclical,United States,NYQ,36743319552.0
"United Rentals, Inc.",URI,URI,Industrials,United States,NYQ,36637585408.0
Otis Worldwide Corporation,OTIS,OTIS,Industrials,United States,NYQ,36463886336.0
Occidental Petroleum Corporatio,OXY,OXY,Energy,United States,NYQ,36416589824.0
Fidelity National Information S,FIS,FIS,Technology,United States,NYQ,36389838848.0
"Quanta Services, Inc.",PWR,PWR,Industrials,United States,NYQ,36338147328.0
"Targa Resources, Inc.",TRGP,TRGP,Energy,United States,NYQ,35962445824.0
"AMETEK, Inc.",AME,AME,Industrials,United States,NYQ,35380441088.0
Pacific Gas & Electric Co.,PCG,PCG,Utilities,United States,NYQ,35272765440.0
CBRE Group Inc,CBRE,CBRE,Real Estate,United States,NYQ,35149332480.0
Vistra Corp.,VST,VST,Utilities,United States,NYQ,34930720768.0
Garmin Ltd.,GRMN,GRMN,Technology,Switzerland,NYQ,34798186496.0
Entergy Corporation,ETR,ETR,Utilities,United States,NYQ,34177447936.0
Sysco Corporation,SYY,SYY,Consumer Defensive,United States,NYQ,33981917184.0
Corning Incorporated,GLW,GLW,Technology,United States,NYQ,33936939008.0
Valero Energy Corporation,VLO,VLO,Energy,United States,NYQ,33543553024.0
The Hershey Company,HSY,HSY,Consumer Defensive,United States,NYQ,32936747008.0
"WEC Energy Group, Inc.",WEC,WEC,Utilities,United States,NYQ,32795183104.0
VICI Properties Inc.,VICI,VICI,Real Estate,United States,NYQ,31447392256.0
"Brown & Brown, Inc.",BRO,BRO,Financial Services,United States,NYQ,32294375424.0
"General Mills, Inc.",GIS,GIS,Consumer Defensive,United States,NYQ,32105848832.0
Arch Capital Group Ltd.,ACGL,ACGL,Financial Services,Bermuda,NMS,31932102656.0
"The Hartford Insurance Group, I",HIG,HIG,Financial Services,United States,NYQ,31344056320.0
ResMed Inc.,RMD,RMD,Healthcare,United States,NYQ,31282673664.0
"Constellation Brands, Inc.",STZ,STZ,Consumer Defensive,United States,NYQ,31196678144.0
Humana Inc.,HUM,HUM,Healthcare,United States,NYQ,30741714944.0
Centene Corporation,CNC,CNC,Healthcare,United States,NYQ,30433280000.0
"Cardinal Health, Inc.",CAH,CAH,Healthcare,United States,NYQ,30360266752.0
Vulcan Materials Company (Holdi,VMC,VMC,Basic Materials,United States,NYQ,30189041664.0
Willis Towers Watson Public Lim,WTW,WTW,Financial Services,United Kingdom,NMS,29914615808.0
"Agilent Technologies, Inc.",A,A,Healthcare,United States,NYQ,29533818880.0
"Ventas, Inc.",VTR,VTR,Real Estate,United States,NYQ,28082704384.0
"Gartner, Inc.",IT,IT,Technology,United States,NYQ,29388339200.0
Extra Space Storage Inc,EXR,EXR,Real Estate,United States,NYQ,29332629504.0
eBay Inc.,EBAY,EBAY,Consumer Cyclical,United States,NMS,28514539520.0
EQT Corporation,EQT,EQT,Energy,United States,NYQ,28264935424.0
Kellanova,K,K,Consumer Defensive,United States,NYQ,28183433216.0
Lennar Corporation,LEN,LEN,Consumer Cyclical,United States,NYQ,28133664768.0
"Martin Marietta Materials, Inc.",MLM,MLM,Basic Materials,United States,NYQ,28037111808.0
"American Water Works Company, I",AWK,AWK,Utilities,United States,NYQ,27761766400.0
Westinghouse Air Brake Technolo,WAB,WAB,Industrials,United States,NYQ,27595876352.0
"Live Nation Entertainment, Inc.",LYV,LYV,Communication Services,United States,NYQ,27555602432.0
Ingersoll Rand Inc.,IR,IR,Industrials,United States,NYQ,27385460736.0
"AvalonBay Communities, Inc.",AVB,AVB,Real Estate,United States,NYQ,26880688128.0
"IQVIA Holdings, Inc.",IQV,IQV,Healthcare,United States,NYQ,26977957888.0
Texas Pacific Land Corporation,TPL,TPL,Energy,United States,NYQ,26522390528.0
"Equifax, Inc.",EFX,EFX,Industrials,United States,NYQ,26044303360.0
M&T Bank Corporation,MTB,MTB,Financial Services,United States,NYQ,25900316672.0
"Broadridge Financial Solutions,",BR,BR,Technology,United States,NYQ,25772265472.0
"Rockwell Automation, Inc.",ROK,ROK,Industrials,United States,NYQ,25737674752.0
"Raymond James Financial, Inc.",RJF,RJF,Financial Services,United States,NYQ,25601456128.0
Ameren Corporation,AEE,AEE,Utilities,United States,NYQ,25486706688.0
"Church & Dwight Company, Inc.",CHD,CHD,Consumer Defensive,United States,NYQ,25238581248.0
Xylem Inc.,XYL,XYL,Industrials,United States,NYQ,25232857088.0
PPL Corporation,PPL,PPL,Utilities,United States,NYQ,24773023744.0
"Rollins, Inc.",ROL,ROL,Consumer Cyclical,United States,NYQ,24714622976.0
W.R. Berkley Corporation,WRB,WRB,Financial Services,United States,NYQ,24376645632.0
Nucor Corporation,NUE,NUE,Basic Materials,United States,NYQ,24199784448.0
Equity Residential,EQR,EQR,Real Estate,United States,NYQ,24468389888.0
"DuPont de Nemours, Inc.",DD,DD,Basic Materials,United States,NYQ,24180813824.0
"TKO Group Holdings, Inc.",TKO,TKO,Communication Services,United States,NYQ,11513764864.0
"Delta Air Lines, Inc.",DAL,DAL,Industrials,United States,NYQ,24087922688.0
SBA Communications Corporation,SBAC,SBAC,Real Estate,United States,NMS,23075883008.0
"Monolithic Power Systems, Inc.",MPWR,MPWR,Technology,United States,NMS,23388284928.0
Expand Energy Corporation,EXE,EXE,Energy,United States,NMS,23283961856.0
"CenterPoint Energy, Inc (Holdin",CNP,CNP,Utilities,United States,NYQ,23171807232.0
"Tyler Technologies, Inc.",TYL,TYL,Technology,United States,NYQ,23063324672.0
Atmos Energy Corporation,ATO,ATO,Utilities,United States,NYQ,23025082368.0
GoDaddy Inc.,GDDY,GDDY,Technology,United States,NYQ,22967521280.0
Fifth Third Bancorp,FITB,FITB,Financial Services,United States,NMS,22643296256.0
Las Vegas Sands Corp.,LVS,LVS,Consumer Cyclical,United States,NYQ,22682757120.0
Iron Mountain Incorporated (Del,IRM,IRM,Real Estate,United States,NYQ,22773739520.0
Keysight Technologies Inc.,KEYS,KEYS,Technology,United States,NYQ,22446422016.0
FirstEnergy Corp.,FE,FE,Utilities,United States,NYQ,22340546560.0
"VeriSign, Inc.",VRSN,VRSN,Technology,United States,NMS,22182754304.0
"Darden Restaurants, Inc.",DRI,DRI,Consumer Cyclical,United States,NYQ,22115573760.0
Non disponible,HPQ,HPQ,Non disponible,Non disponible,Non disponible,
Non disponible,STT,STT,Non disponible,Non disponible,Non disponible,
"PPG Industries, Inc.",PPG,PPG,Basic Materials,United States,NYQ,22000687104.0
Fortive Corporation,FTV,FTV,Technology,United States,NYQ,21999747072.0
"Cboe Global Markets, Inc.",CBOE,CBOE,Financial Services,United States,BTS,21703657472.0
Veralto Corp,VLTO,VLTO,Industrials,United States,NYQ,21607809024.0
"Mettler-Toledo International, I",MTD,MTD,Healthcare,United States,NYQ,21511038976.0
Carnival Corporation,CCL,CCL,Consumer Cyclical,United States,NYQ,22260350976.0
