Nom_Entreprise,Ticker,Ticker_Yahoo_Finance,Secteur_Activite,Pays,Place_Boursiere,Capitalisation_Boursiere
CHUBU ELECTRIC POWER CO INC,9502,9502.T,Utilities,Japan,JPX,1267650265088.0
TOHO CO LTD,9602,9602.T,Communication Services,Japan,JPX,1182153572352.0
TAISEI CORP,1801,1801.T,Industrials,Japan,JPX,1169283088384.0
EISAI CO LTD,4523,4523.T,Healthcare,Japan,JPX,1204511703040.0
JFE HOLDINGS INC,5411,5411.T,Basic Materials,Japan,JPX,1241955958784.0
M3 INC,2413,2413.T,Healthcare,Japan,JPX,1191702953984.0
DAI NIPPON PRINTING CO,7912,7912.T,Industrials,Japan,JPX,991345180672.0
KYOWA KIRIN CO LTD,4151,4151.T,Healthcare,Japan,JPX,1139897663488.0
YAMAHA MOTOR CO,7272,7272.T,Consumer Cyclical,Japan,JPX,1170632867840.0
JAPAN AIRLINES CO LTD,9201,9201.T,Industrials,Japan,JPX,1127844937728.0
MITSUBISHI CHEMICAL GROUP CORP,4188,4188.T,Basic Materials,Japan,JPX,1104229957632.0
CONCORDIA FINANCIAL GROUP LTD,7186,7186.T,Financial Services,Japan,JPX,1107816087552.0
EBARA CORP,6361,6361.T,Industrials,Japan,JPX,1101205340160.0
SHISEIDO COMPANY LIMITED,4911,4911.T,Consumer Defensive,Japan,JPX,1134361313280.0
SCREEN HOLDINGS CO LTD,7735,7735.T,Technology,Japan,JPX,1060157521920.0
TOKYU CORP,9005,9005.T,Consumer Cyclical,Japan,JPX,1002500784128.0
YASKAWA ELECTRIC CORP,6506,6506.T,Industrials,Japan,JPX,1047283564544.0
CHIBA BANK,8331,8331.T,Financial Services,Japan,JPX,1002017980416.0
RYOHIN KEIKAKU CO,7453,7453.T,Consumer Cyclical,Japan,JPX,1033542959104.0
AGC INC,5201,5201.T,Industrials,Japan,JPX,983271669760.0
FUJI ELECTRIC CO. LTD.,6504,6504.T,Industrials,Japan,JPX,928810467328.0
RICOH CO,7752,7752.T,Industrials,Japan,JPX,924053405696.0
MINEBEA MITSUMI INC,6479,6479.T,Technology,Japan,JPX,898147024896.0
MEIJI HOLDINGS CO LTD,2269,2269.T,Consumer Defensive,Japan,JPX,893943611392.0
SHIMIZU CORP,1803,1803.T,Industrials,Japan,JPX,932073242624.0
OMRON CORP,6645,6645.T,Technology,Japan,JPX,883275464704.0
SHIZUOKA FINANCIAL GROUP INC.,5831,5831.T,Financial Services,Japan,JPX,870616989696.0
DENTSU GROUP INC,4324,4324.T,Communication Services,Japan,JPX,869562908672.0
SUMITOMO METAL MINING CO,5713,5713.T,Basic Materials,Japan,JPX,905919135744.0
HITACHI CONSTRUCTION MACHINERY,6305,6305.T,Industrials,Japan,JPX,850177884160.0
SEIKO EPSON CORP,6724,6724.T,Technology,Japan,JPX,789808152576.0
ISETAN MITSUKOSHI HOLDINGS LTD,3099,3099.T,Consumer Cyclical,Japan,JPX,830033559552.0
YOKOGAWA ELECTRIC CORP,6841,6841.T,Industrials,Japan,JPX,777004974080.0
KEISEI ELECTRIC RAILWAY CO,9009,9009.T,Industrials,Japan,JPX,721846206464.0
FUKUOKA FINANCIAL GROUP INC.,8354,8354.T,Financial Services,Japan,JPX,736994852864.0
KOBE STEEL,5406,5406.T,Basic Materials,Japan,JPX,721451286528.0
NIPPON EXPRESS HLDGS INC,9147,9147.T,Industrials,Japan,JPX,706133688320.0
TOKYU FUDOSAN HOLDINGS CORPORAT,3289,3289.T,Real Estate,Japan,JPX,692824440832.0
TOTO LTD,5332,5332.T,Industrials,Japan,JPX,687781380096.0
SOJITZ CORPORATION,2768,2768.T,Industrials,Japan,JPX,703084560384.0
YAMATO HOLDINGS CO LTD,9064,9064.T,Industrials,Japan,JPX,644769054720.0
TOKYO ELEC POWER CO HLDGS INC,9501,9501.T,Utilities,Japan,JPX,696744607744.0
TOSOH CORP,4042,4042.T,Basic Materials,Japan,JPX,663456382976.0
MITSUI CHEMICALS INC,4183,4183.T,Basic Materials,Japan,JPX,645580521472.0
MAZDA MOTOR CORP,7261,7261.T,Consumer Cyclical,Japan,JPX,650836377600.0
RESONAC HOLDINGS CORPORATION,4004,4004.T,Basic Materials,Japan,JPX,634525450240.0
MITSUBISHI MOTOR CORP,7211,7211.T,Consumer Cyclical,Japan,JPX,580493770752.0
SHARP CORP,6753,6753.T,Technology,Japan,JPX,623327969280.0
OJI HOLDINGS CORP,3861,3861.T,Basic Materials,Japan,JPX,604517302272.0
NISSAN CHEMICAL CORPORATION,4021,4021.T,Basic Materials,Japan,JPX,619535400960.0
KURARAY CO,3405,3405.T,Basic Materials,Japan,JPX,624091725824.0
SAPPORO HOLDINGS LIMITED,2501,2501.T,Consumer Defensive,Japan,JPX,607022481408.0
YAMAHA CORP,7951,7951.T,Consumer Cyclical,Japan,JPX,559537848320.0
SUMITOMO CHEMICAL COMPANY,4005,4005.T,Basic Materials,Japan,JPX,597395505152.0
CYBER AGENT,4751,4751.T,Communication Services,Japan,JPX,583659421696.0
YOKOHAMA RUBBER CO,5101,5101.T,Consumer Cyclical,Japan,JPX,546046115840.0
CREDIT SAISON CO,8253,8253.T,Financial Services,Japan,JPX,545045807104.0
ODAKYU ELECTRIC RAILWAY CO,9007,9007.T,Industrials,Japan,JPX,526455898112.0
TOBU RAILWAY CO,9001,9001.T,Industrials,Japan,JPX,535987781632.0
NGK INSULATORS,5333,5333.T,Industrials,Japan,JPX,559508750336.0
NIKON CORP,7731,7731.T,Consumer Cyclical,Japan,JPX,544127123456.0
HASEKO CORPORATION,1808,1808.T,Consumer Cyclical,Japan,JPX,525609697280.0
TOKYO TATEMONO CO,8804,8804.T,Real Estate,Japan,JPX,497440686080.0
NISSHIN SEIFUN GROUP INC,2002,2002.T,Consumer Defensive,Japan,JPX,502955638784.0
MARUI GROUP CO LTD,8252,8252.T,Financial Services,Japan,JPX,482702983168.0
J FRONT RETAILING CO LTD,3086,3086.T,Consumer Cyclical,Japan,JPX,487316422656.0
AMADA CO LTD,6113,6113.T,Industrials,Japan,JPX,478995644416.0
KEIO CORPORATION,9008,9008.T,Industrials,Japan,JPX,464594010112.0
NH FOODS LTD,2282,2282.T,Consumer Defensive,Japan,JPX,471936827392.0
NICHIREI CORP,2871,2871.T,Consumer Defensive,Japan,JPX,453019697152.0
TAIHEIYO CEMENT CORP,5233,5233.T,Basic Materials,Japan,JPX,440175624192.0
JAPAN STEEL WORKS,5631,5631.T,Industrials,Japan,JPX,438754639872.0
SUMCO CORPORATION,3436,3436.T,Technology,Japan,JPX,416502218752.0
MERCARI INC,4385,4385.T,Consumer Cyclical,Japan,JPX,403426082816.0
FURUKAWA ELECTRIC CO,5801,5801.T,Industrials,Japan,JPX,411917025280.0
SUMITOMO HEAVY INDUSTRIES,6302,6302.T,Industrials,Japan,JPX,384335642624.0
JTEKT CORPORATION,6473,6473.T,Consumer Cyclical,Japan,JPX,390376095744.0
MITSUBISHI LOGISTICS CORP,9301,9301.T,Industrials,Japan,JPX,356373299200.0
COMSYS HOLDINGS CORP,1721,1721.T,Industrials,Japan,JPX,379998601216.0
DENA CO LTD,2432,2432.T,Industrials,Japan,JPX,375087431680.0
TAKASHIMAYA CO,8233,8233.T,Consumer Cyclical,Japan,JPX,374344351744.0
SOCIONEXT INC,6526,6526.T,Industrials,Japan,JPX,361090383872.0
MITSUBISHI MATERIALS CORP,5711,5711.T,Basic Materials,Japan,JPX,332333711360.0
ALPS ALPINE CO LTD,6770,6770.T,Technology,Japan,JPX,320201719808.0
TAIYO YUDEN CO LTD,6976,6976.T,Technology,Japan,JPX,308901281792.0
NSK,6471,6471.T,Consumer Cyclical,Japan,JPX,319181160448.0
AOZORA BANK,8304,8304.T,Financial Services,Japan,JPX,298626187264.0
JGC HOLDINGS CORPORATION,1963,1963.T,Industrials,Japan,JPX,288563527680.0
NIPPON ELECTRIC GLASS,5214,5214.T,Technology,Japan,JPX,284926083072.0
DOWA HOLDINGS,5714,5714.T,Basic Materials,Japan,JPX,284109701120.0
CASIO COMPUTER CO,6952,6952.T,Technology,Japan,JPX,282094141440.0
SUMITOMO PHARMA CO LTD,4506,4506.T,Healthcare,Japan,JPX,282473168896.0
NISSUI CORPORATION,1332,1332.T,Consumer Defensive,Japan,JPX,275296813056.0
HINO MOTORS,7205,7205.T,Industrials,Japan,JPX,272212148224.0
TEIJIN LTD,3401,3401.T,Industrials,Japan,JPX,262810058752.0
KONICA MINOLTA INC,4902,4902.T,Industrials,Japan,JPX,261659738112.0
MITSUI MINING & SMELTING CO,5706,5706.T,Industrials,Japan,JPX,253433282560.0
GS YUASA CORP,6674,6674.T,Consumer Cyclical,Japan,JPX,250755006464.0
CITIZEN WATCH CO LTD,7762,7762.T,Consumer Cyclical,Japan,JPX,226798157824.0
OKUMA CORPORATION,6103,6103.T,Industrials,Japan,JPX,217201098752.0
UBE CORPORATION,4208,4208.T,Basic Materials,Japan,JPX,222748540928.0
TOKAI CARBON CO,5301,5301.T,Basic Materials,Japan,JPX,207602483200.0
TOKUYAMA CORP,4043,4043.T,Basic Materials,Japan,JPX,208064364544.0
DENKA COMPANY LIMITED,4061,4061.T,Basic Materials,Japan,JPX,189587193856.0
KANADEVIA CORPORATION,7004,7004.T,Industrials,Japan,JPX,162470559744.0
NTN CORP,6472,6472.T,Industrials,Japan,JPX,131985899520.0
SAP SE                        I,SAP,SAP.DE,Technology,Germany,GER,277765062656.0
SIEMENS AG                    N,SIE,SIE.DE,Industrials,Germany,GER,178181865472.0
Allianz SE                    v,ALV,ALV.DE,Financial Services,Germany,GER,135727718400.0
Airbus SE                     A,AIR,AIR.DE,Industrials,Netherlands,GER,130179883008.0
MUENCHENER RUECKVERS.-GES. AG V,MUV2,MUV2.DE,Financial Services,Germany,GER,76992249856.0
Mercedes-Benz Group AG        N,MBG,MBG.DE,Consumer Cyclical,Germany,GER,57995706368.0
Siemens Healthineers AG       N,SHL,SHL.DE,Healthcare,Germany,GER,59611254784.0
RHEINMETALL AG                I,RHM,RHM.DE,Industrials,Germany,GER,58960965632.0
VOLKSWAGEN AG                 V,VOW3,VOW3.DE,Consumer Cyclical,Germany,GER,55349153792.0
BAYERISCHE MOTOREN WERKE AG   S,BMW,BMW.DE,Consumer Cyclical,Germany,GER,51076222976.0
Dr. Ing. h.c. F. Porsche AG   I,P911,P911.DE,Consumer Cyclical,Germany,GER,50009669632.0
DEUTSCHE POST AG              N,DHL,DHL.DE,Industrials,Germany,GER,49135513600.0
DEUTSCHE BOERSE AG            N,DB1,DB1.DE,Financial Services,Germany,GER,48953896960.0
BASF SE                       N,BAS,BAS.DE,Basic Materials,Germany,GER,46884179968.0
Siemens Energy AG             N,ENR,ENR.DE,Industrials,Germany,GER,45610057728.0
INFINEON TECHNOLOGIES AG      N,IFX,IFX.DE,Technology,Germany,GER,44340334592.0
DEUTSCHE BANK AG              N,DBK,DBK.DE,Financial Services,Germany,GER,41706373120.0
adidas AG                     N,ADS,ADS.DE,Consumer Cyclical,Germany,GER,40477057024.0
E.ON SE                       N,EOAN,EOAN.DE,Utilities,Germany,GER,34192152576.0
HANNOVER RUECK SE NA O.N.,HNR1,HNR1.DE,Financial Services,Germany,GER,32766205952.0
Daimler Truck Holding AG      N,DTG,DTG.DE,Industrials,Germany,GER,32955426816.0
BEIERSDORF AG                 I,BEI,BEI.DE,Consumer Defensive,Germany,GER,30089248768.0
Heidelberg Materials AG       I,HEI,HEI.DE,Basic Materials,Germany,GER,30891894784.0
Henkel AG & Co. KGaA          I,HEN3,HEN3.DE,Consumer Defensive,Germany,GER,29603647488.0
Commerzbank AG                I,CBK,CBK.DE,Financial Services,Germany,GER,27993749504.0
RWE AG                        I,RWE,RWE.DE,Utilities,Germany,GER,24115324928.0
Bayer AG                      N,BAYN,BAYN.DE,Healthcare,Germany,GER,23013281792.0
Fresenius SE & Co. KGaA       I,FRE,FRE.DE,Healthcare,Germany,GER,22011301888.0
Vonovia SE                    N,VNA,VNA.DE,Real Estate,Germany,GER,21608120320.0
MTU Aero Engines AG           N,MTX,MTX.DE,Industrials,Germany,GER,17647609856.0
SARTORIUS AG                  V,SRT3,SRT3.DE,Healthcare,Germany,GER,14830809088.0
CONTINENTAL AG                I,CON,CON.DE,Consumer Cyclical,Germany,GER,13804413952.0
Symrise AG                    I,SY1,SY1.DE,Basic Materials,Germany,GER,13155341312.0
Fresenius Medical Care AG     I,FME,FME.DE,Healthcare,Germany,GER,12854423552.0
Porsche Automobil Holding SE  I,PAH3,PAH3.DE,Consumer Cyclical,Germany,GER,11911049216.0
Brenntag SE                   N,BNR,BNR.DE,Basic Materials,Germany,GER,9426872320.0
Zalando SE                    I,ZAL,ZAL.DE,Consumer Cyclical,Germany,GER,8082032640.0
Qiagen N.V.                   A,QIA,QIA.DE,Healthcare,Netherlands,GER,7759609344.0
KPN KON,KPN,KPN.AS,Communication Services,Netherlands,AMS,14696266752.0
ASR NEDERLAND,ASRNL,ASRNL.AS,Financial Services,Netherlands,AMS,10912935936.0
RELX,REN,REN.AS,Industrials,United Kingdom,AMS,81949188096.0
WOLTERS KLUWER,WKL,WKL.AS,Industrials,Netherlands,AMS,33114413056.0
UNILEVER PLC,UNA,UNA.AS,Consumer Defensive,United Kingdom,AMS,134495215616.0
JUST EAT TAKEAWAY.COM N.V.,TKWY,TKWY.AS,Consumer Cyclical,Netherlands,AMS,3852067584.0
IMCD,IMCD,IMCD.AS,Basic Materials,Netherlands,AMS,7779906560.0
GALAPAGOS,GLPG,GLPG.AS,Healthcare,Belgium,AMS,1613352832.0
NN GROUP,NN,NN.AS,Financial Services,Netherlands,AMS,13213617152.0
KONINKLIJKE AHOLD DELHAIZE N.V.,AD,AD.AS,Consumer Defensive,Netherlands,AMS,31244572672.0
ADYEN,ADYEN,ADYEN.AS,Technology,Netherlands,AMS,48387715072.0
ING GROEP N.V.,INGA,INGA.AS,Financial Services,Netherlands,AMS,56537063424.0
AKZO NOBEL,AKZA,AKZA.AS,Basic Materials,Netherlands,AMS,10656600064.0
AEGON,AGN,AGN.AS,Financial Services,Netherlands,AMS,9499293696.0
ABN AMRO BANK N.V.,ABN,ABN.AS,Financial Services,Netherlands,AMS,16167136256.0
KON.PHILIPS N.V.,PHIA,PHIA.AS,Healthcare,Netherlands,AMS,22981263360.0
HEINEKEN,HEIA,HEIA.AS,Consumer Defensive,Netherlands,AMS,45060591616.0
ASM International N.V.,ASM,ASM.AS,Technology,Netherlands,AMS,22152656896.0
ARCELORMITTAL SA,MT,MT.AS,Basic Materials,Luxembourg,AMS,22318606336.0
PROSUS,PRX,PRX.AS,Communication Services,Netherlands,AMS,100736196608.0
Randstad N.V.,RAND,RAND.AS,Industrials,Netherlands,AMS,7553020416.0
LVMH,MC,MC.PA,Consumer Cyclical,France,PAR,308925956096.0
HERMES INTL,RMS,RMS.PA,Consumer Cyclical,France,PAR,266755997696.0
L'OREAL,OR,OR.PA,Consumer Defensive,France,PAR,195852058624.0
INDUSTRIA DE DISE...O TEXTIL S.,ITX,ITX.MC,Consumer Cyclical,Spain,MCE,139434409984.0
SCHNEIDER ELECTRIC SE,SU,SU.PA,Industrials,France,PAR,128485318656.0
SANOFI,SAN,SAN.PA,Healthcare,France,PAR,133507334144.0
TOTALENERGIES,TTE,TTE.PA,Energy,France,PAR,127602343936.0
SAFRAN,SAF,SAF.PA,Industrials,France,PAR,104995422208.0
AIR LIQUIDE,AI,AI.PA,Basic Materials,France,PAR,104534147072.0
AB INBEV,ABI,ABI.BR,Consumer Defensive,Belgium,BRU,112959143936.0
ACCIONES IBERDROLA,IBE,IBE.MC,Utilities,Spain,MCE,87294533632.0
AXA,CS,CS.PA,Financial Services,France,PAR,85865611264.0
INTESA SANPAOLO,ISP,ISP.MI,Financial Services,Italy,MIL,85794570240.0
FERRARI,RACE,RACE.MI,Consumer Cyclical,Italy,MIL,75030929408.0
BNP PARIBAS ACT.A,BNP,BNP.PA,Financial Services,France,PAR,85081202688.0
UNICREDIT,UCG,UCG.MI,Financial Services,Italy,MIL,81745805312.0
ENEL,ENEL,ENEL.MI,Utilities,Italy,MIL,71285293056.0
BANCO BILBAO VIZCAYA ARGENTARIA,BBVA,BBVA.MC,Financial Services,Spain,MCE,74979966976.0
SAINT GOBAIN,SGO,SGO.PA,Industrials,France,PAR,50580234240.0
DANONE,BN,BN.PA,Consumer Defensive,France,PAR,46482370560.0
ENI,ENI,ENI.MI,Energy,Italy,MIL,41660026880.0
Nordea Bank Abp,NDA-SE,NDA-SE.ST,Financial Services,Finland,STO,501197111296.0
STELLANTIS NV,STLAP,STLAP.PA,Consumer Cyclical,Netherlands,PAR,32693977088.0
KERING,KER,KER.PA,Consumer Cyclical,France,PAR,27616100352.0
PERNOD RICARD,RI,RI.PA,Consumer Defensive,France,PAR,25237342208.0
Nokia Corporation,NOKIA,NOKIA.HE,Technology,Finland,HEL,26486927360.0
"CAIXABANK, S.A.",CABK,CABK.MC,Financial Services,Spain,MCE,49446490112.0
"AENA, S.M.E., S.A.",AENA,AENA.MC,Industrials,Spain,MCE,32190001152.0
"AMADEUS IT GROUP, S.A.",AMS,AMS.MC,Technology,Spain,MCE,30174922752.0
FERROVIAL SE,FER,FER.MC,Industrials,Netherlands,MCE,28528730112.0
"TELEFONICA,S.A.",TEF,TEF.MC,Communication Services,Spain,MCE,24892551168.0
"NATURGY ENERGY GROUP, S.A.",NTGY,NTGY.MC,Utilities,Spain,MCE,24152852480.0
ARCELORMITTAL SA,MTS,MTS.MC,Basic Materials,Luxembourg,MCE,22272491520.0
"ENDESA,S.A.",ELE,ELE.MC,Utilities,Spain,MCE,23298686976.0
"CELLNEX TELECOM, S.A.",CLNX,CLNX.MC,Real Estate,Spain,MCE,22946895872.0
INTL CONSOLIDATED AIRLINES GROU,IAG,IAG.MC,Industrials,United Kingdom,MCE,15890861056.0
BANCO DE SABADELL,SAB,SAB.MC,Financial Services,Spain,MCE,14492886016.0
"ACS,ACTIVIDADES DE CONSTRUCCION",ACS,ACS.MC,Industrials,Spain,MCE,13429866496.0
"REPSOL,  S.A.",REP,REP.MC,Energy,Spain,MCE,13333315584.0
Non disponible,PUIG.MC,PUIG.MC,Non disponible,Non disponible,Non disponible,
"REDEIA CORPORACION, S.A.",RED,RED.MC,Utilities,Spain,MCE,9527392256.0
"BANKINTER, S.A.",BKT,BKT.MC,Financial Services,Spain,MCE,9193464832.0
"MAPFRE, S.A.",MAP,MAP.MC,Financial Services,Spain,MCE,8582445568.0
"ACCIONA, S.A.",ANA,ANA.MC,Industrials,Spain,MCE,6543796224.0
CORPORACI...N ACCIONA ENERG...A,ANE,ANE.MC,Utilities,Spain,MCE,5724294656.0
GRIFOLS S.A.,GRF,GRF.MC,Healthcare,Spain,MCE,5816528896.0
"MERLIN PROPERTIES SOCIMI, S.A.",MRL,MRL.MC,Real Estate,Spain,MCE,5441316864.0
"INDRA SISTEMAS S.A., SERIE A",IDR,IDR.MC,Technology,Spain,MCE,4457971200.0
"UNICAJA BANCO, S.A.",UNI,UNI.MC,Financial Services,Spain,MCE,4424300032.0
"FLUIDRA, S.A.",FDR,FDR.MC,Industrials,Spain,MCE,4180012544.0
COMPA...IA DE DISTRIBUCION INTE,LOG,LOG.MC,Industrials,Spain,MCE,3640053760.0
"ENAGAS,S.A.",ENG,ENG.MC,Utilities,Spain,MCE,3351745792.0
"INMOBILIARIA COLONIAL, SOCIMI S",COL,COL.MC,Real Estate,Spain,MCE,3290684928.0
LABORATORIOS FARMACEUTICOS ROVI,ROVI,ROVI.MC,Healthcare,Spain,MCE,2662331392.0
"ACERINOX, S.A.",ACX,ACX.MC,Basic Materials,Spain,MCE,2793857024.0
"SACYR, S.A.",SCYR,SCYR.MC,Industrials,Spain,MCE,2546071808.0
SOLARIA ENERGIA Y MEDIO AMBIENT,SLR,SLR.MC,Utilities,Spain,MCE,919639360.0
COFINIMMO,COFB,COFB.BR,Real Estate,Belgium,BRU,2341793792.0
ARGENX SE,ARGX,ARGX.BR,Healthcare,Netherlands,BRU,32822638592.0
ACKERMANS V.HAAREN,ACKB,ACKB.BR,Industrials,Belgium,BRU,6408990720.0
SOLVAY,SOLB,SOLB.BR,Basic Materials,Belgium,BRU,3607098368.0
PROXIMUS,PROX,PROX.BR,Communication Services,Belgium,BRU,2180938240.0
AEDIFICA,AED,AED.BR,Real Estate,Belgium,BRU,2957172224.0
AGEAS,AGS,AGS.BR,Financial Services,Belgium,BRU,9870989312.0
WAREHOUSES DE PAUW,WDP,WDP.BR,Real Estate,Belgium,BRU,4914480640.0
UMICORE,UMI,UMI.BR,Industrials,Belgium,BRU,2133066368.0
GBL,GBLB,GBLB.BR,Financial Services,Belgium,BRU,8362183168.0
KBC,KBC,KBC.BR,Financial Services,Belgium,BRU,33853515776.0
Colruyt Group N.V.,COLR,COLR.BR,Consumer Defensive,Belgium,BRU,4709817856.0
SOFINA,SOF,SOF.BR,Financial Services,Belgium,BRU,7653965824.0
UCB,UCB,UCB.BR,Healthcare,Belgium,BRU,34016694272.0
BARCO,BAR,BAR.BR,Technology,Belgium,BRU,1077399168.0
APERAM,APAM,APAM.AS,Basic Materials,Luxembourg,AMS,2322089216.0
Neste Corporation,NESTE,NESTE.HE,Energy,Finland,HEL,6791029760.0
TietoEVRY Corporation,TIETO,TIETO.HE,Technology,Finland,HEL,2301928960.0
Kojamo Plc,KOJAMO,KOJAMO.HE,Real Estate,Finland,HEL,2045116544.0
KONE Corporation,KNEBV,KNEBV.HE,Industrials,Finland,HEL,27610802176.0
UPM-Kymmene Corporation,UPM,UPM.HE,Basic Materials,Finland,HEL,14465501184.0
Huhtamäki Oyj,HUH1V,HUH1V.HE,Consumer Cyclical,Finland,HEL,3656158976.0
Elisa Corporation,ELISA,ELISA.HE,Communication Services,Finland,HEL,7446184960.0
Sampo Plc A,SAMPO,SAMPO.HE,Financial Services,Finland,HEL,23284609024.0
Qt Group Oyj,QTCOM,QTCOM.HE,Technology,Finland,HEL,2010982912.0
Stora Enso Oyj R,STERV,STERV.HE,Basic Materials,Finland,HEL,7728288768.0
Metsä Board Oyj B,METSB,METSB.HE,Consumer Cyclical,Finland,HEL,1434352384.0
Orion Corporation B,ORNBV,ORNBV.HE,Healthcare,Finland,HEL,7721614336.0
Wärtsilä Corporation,WRT1V,WRT1V.HE,Industrials,Finland,HEL,10406510592.0
Fortum Corporation,FORTUM,FORTUM.HE,Utilities,Finland,HEL,13871700992.0
Nokian Tyres Plc,TYRES,TYRES.HE,Consumer Cyclical,Finland,HEL,908011840.0
Mandatum Oyj,MANTA,MANTA.HE,Financial Services,Finland,HEL,2761817344.0
Kesko Corporation B,KESKOB,KESKOB.HE,Consumer Defensive,Finland,HEL,7496797696.0
Nordea Bank Abp,NDA-FI,NDA-FI.HE,Financial Services,Finland,HEL,45642833920.0
Metso Oyj,METSO,METSO.HE,Industrials,Finland,HEL,9071903744.0
Cargotec Oyj,CGCBV,CGCBV.HE,Industrials,Finland,HEL,2893821440.0
Kemira Oyj,KEMIRA,KEMIRA.HE,Basic Materials,Finland,HEL,3406813952.0
Konecranes Plc,KCR,KCR.HE,Industrials,Finland,HEL,5426179584.0
Valmet Corporation,VALMT,VALMT.HE,Industrials,Finland,HEL,5092663296.0
Outokumpu Oyj,OUT1V,OUT1V.HE,Basic Materials,Finland,HEL,1590014080.0
DASSAULT SYSTEMES,DSY,DSY.PA,Technology,France,PAR,50690007040.0
THALES,HO,HO.PA,Industrials,France,PAR,50911379456.0
CREDIT AGRICOLE,ACA,ACA.PA,Financial Services,France,PAR,49512767488.0
ENGIE,ENGI,ENGI.PA,Utilities,France,PAR,41880915968.0
ORANGE,ORA,ORA.PA,Communication Services,France,PAR,31485450240.0
SOCIETE GENERALE,GLE,GLE.PA,Financial Services,France,PAR,31977697280.0
LEGRAND,LR,LR.PA,Industrials,France,PAR,27790659584.0
CAPGEMINI,CAP,CAP.PA,Technology,France,PAR,25006327808.0
MICHELIN,ML,ML.PA,Non disponible,Non disponible,PAR,24238002176.0
PUBLICIS GROUPE SA,PUB,PUB.PA,Communication Services,France,PAR,23356088320.0
VEOLIA ENVIRON.,VIE,VIE.PA,Industrials,France,PAR,22286254080.0
STMICROELECTRONICS,STMPA,STMPA.PA,Technology,Netherlands,PAR,20509710336.0
RENAULT,RNO,RNO.PA,Consumer Cyclical,France,PAR,14044549120.0
BOUYGUES,EN,EN.PA,Industrials,France,PAR,13388268544.0
BUREAU VERITAS,BVI,BVI.PA,Industrials,France,PAR,12758284288.0
UNIBAIL-RODAMCO-WESTFIELD,URW,URW.PA,Real Estate,France,PAR,10865858560.0
ACCOR,AC,AC.PA,Consumer Cyclical,France,PAR,11042296832.0
EUROFINS SCIENT.,ERF,ERF.PA,Healthcare,Luxembourg,PAR,9262397440.0
CARREFOUR,CA,CA.PA,Consumer Defensive,France,PAR,8508631040.0
EDENRED,EDEN,EDEN.PA,Financial Services,France,PAR,7787793920.0
TELEPERFORMANCE,TEP,TEP.PA,Industrials,France,PAR,5773366272.0
Evolution AB,EVO,EVO.ST,Consumer Cyclical,Sweden,STO,163545055232.0
Atlas Copco AB ser. A,ATCO-A,ATCO-A.ST,Industrials,Sweden,STO,825844760576.0
Essity AB ser. B,ESSITY-B,ESSITY-B.ST,Consumer Defensive,Sweden,STO,208072671232.0
Sinch AB,SINCH,SINCH.ST,Communication Services,Sweden,STO,18825154560.0
ASSA ABLOY AB ser. B,ASSA-B,ASSA-B.ST,Industrials,Sweden,STO,355005300736.0
Telia Company AB,TELIA,TELIA.ST,Communication Services,Sweden,STO,141909852160.0
Alfa Laval AB,ALFA,ALFA.ST,Industrials,Sweden,STO,188641984512.0
ABB Ltd,ABB,ABB.ST,Industrials,Switzerland,STO,1025269497856.0
Skandinaviska Enskilda Banken s,SEB-A,SEB-A.ST,Financial Services,Sweden,STO,348297756672.0
Svenska Cellulosa AB SCA ser. B,SCA-B,SCA-B.ST,Basic Materials,Sweden,STO,101118492672.0
Atlas Copco AB ser. B,ATCO-B,ATCO-B.ST,Industrials,Sweden,STO,830130421760.0
Swedbank AB ser A,SWED-A,SWED-A.ST,Financial Services,Sweden,STO,294354649088.0
Tele2 AB ser. B,TEL2-B,TEL2-B.ST,Communication Services,Sweden,STO,90140704768.0
Svenska Handelsbanken ser. A,SHB-A,SHB-A.ST,Financial Services,Sweden,STO,264386035712.0
"Hennes & Mauritz AB, H & M ser.",HM-B,HM-B.ST,Consumer Cyclical,Sweden,STO,216766611456.0
Hexagon AB ser. B,HEXA-B,HEXA-B.ST,Technology,Sweden,STO,310582738944.0
"SKF, AB ser. B",SKF-B,SKF-B.ST,Industrials,Sweden,STO,105049309184.0
"Volvo, AB ser. B",VOLV-B,VOLV-B.ST,Industrials,Sweden,STO,637689921536.0
Boliden AB,BOL,BOL.ST,Basic Materials,Sweden,STO,99324674048.0
Investor AB ser. B,INVE-B,INVE-B.ST,Financial Services,Sweden,STO,943226683392.0
"Ericsson, Telefonab. L M ser. B",ERIC-B,ERIC-B.ST,Technology,Sweden,STO,275459768320.0
Sandvik AB,SAND,SAND.ST,Industrials,Sweden,STO,292021993472.0
Kinnevik AB ser. B,KINV-B,KINV-B.ST,Financial Services,Sweden,STO,21212383232.0
"Electrolux, AB ser. B",ELUX-B,ELUX-B.ST,Consumer Cyclical,Sweden,STO,24699850752.0
NIBE Industrier AB ser. B,NIBE-B,NIBE-B.ST,Industrials,Sweden,STO,90178813952.0
Getinge AB ser. B,GETI-B,GETI-B.ST,Healthcare,Sweden,STO,60874690560.0
Samhällsbyggnadsbo. i Norden A,SBB-B,SBB-B.ST,Real Estate,Sweden,STO,6003506176.0
SAAB AB ser. B,SAAB-B,SAAB-B.ST,Industrials,Sweden,STO,209976737792.0
GENERALI,G,G.MI,Financial Services,Italy,MIL,48028143616.0
